":ID","name",":LABEL","understanding_criteria","schema_version","description","author","creation_date","last_updated","total_concepts:int","total_subconcepts:int"
"machine_learning_insights","Machine Learning Insights Curriculum","Curriculum","","1.1.0","A structured learning curriculum for machine learning concepts, designed for educational purposes. It includes core concepts, subconcepts, and fundamental definitions with understanding criteria.","AI Curriculum Design Team","2025-01-28","2025-07-28",10,34
"MLM_004_SC02_D03","Collective strength: When combined, weak models can create a much stronger overall prediction","Definition","Mentions 'combined strength', 'together stronger', or 'collective power';References 'much better together' or 'stronger overall';Includes 'team effect' or 'synergy';Shows understanding of emergent capability;Indicates whole greater than sum of parts",,,,,,,
"MLM_004_SC03","Performance metrics depend on problem type: classification uses accuracy/precision/recall, regression uses error measures","SubConcept","Can explain that classification metrics measure how well a model sorts things into correct categories;Understands that regression metrics measure how close predicted numbers are to actual numbers;Recognizes that accuracy shows the percentage of predictions that are completely correct;Can describe that error measures show how far off predictions are from reality;Shows understanding that different problem types require different ways of measuring success",,,,,,,
"MLM_004_SC03_D01","Classification metrics: Ways to measure how well a model sorts things into the correct categories","Definition","Mentions 'classification', 'categories', or 'sorting into groups';References 'accuracy', 'precision', 'recall', or 'correct predictions';Includes 'how many right' or 'percentage correct';Shows understanding of categorical evaluation;Indicates measuring classification success",,,,,,,
"MLM_004_SC03_D02","Regression metrics: Ways to measure how close predicted numbers are to the actual numbers","Definition","Mentions 'regression', 'predicting numbers', or 'numerical values';References 'how close', 'error', or 'difference from actual';Includes 'predicted vs actual' or 'distance from truth';Shows understanding of numerical evaluation;Indicates measuring prediction accuracy for numbers",,,,,,,
"MLM_004_SC03_D03","Accuracy: The percentage of predictions that are completely correct","Definition","Mentions 'accuracy', 'percentage correct', or 'fraction right';References 'all predictions' or 'overall performance';Includes 'completely correct' or 'exactly right';Shows understanding of overall success rate;Indicates simple correctness measure",,,,,,,
"MLM_004_SC03_D04","Error measures: Numbers that show how far off the predictions are from reality","Definition","Mentions 'error', 'difference', or 'how far off';References 'from reality', 'actual values', or 'true answers';Includes 'distance', 'gap', or 'deviation';Shows understanding of prediction quality;Indicates measuring wrongness magnitude",,,,,,,
"MLB_005","Overfitting, Underfitting, and Model Balance","Concept","Can explain that overfitting occurs when models memorize training examples and noise instead of learning generalizable patterns, causing poor performance on new data;Understands that underfitting happens when models are too simple to capture important patterns and relationships, resulting in consistently poor performance;Recognizes that balanced models achieve the right level of complexity to capture real patterns without memorizing irrelevant details;Can describe the bias-variance tradeoff and how it affects model performance on both training and testing data;Shows understanding that finding optimal model complexity is crucial for good generalization to new, unseen examples",,,,,,,
"MLB_005_SC01","Overfitting occurs when models learn underlying patterns plus noise, performing poorly on new data","SubConcept","Can explain that overfitting happens when a model remembers specific training examples instead of learning general patterns;Understands that models can pick up random variations and errors as if they were important patterns;Recognizes that overfitted models work well on training data but fail on new, unseen examples;Can describe how overfitting results from the model being too complex for the amount of available data;Shows understanding that overfitting prevents models from generalizing to new situations",,,,,,,
"MLB_005_SC01_D01","Memorizing training data: When a model remembers specific examples instead of learning general patterns","Definition","Mentions 'memorize', 'remember specific examples', or 'learn by heart';References 'instead of patterns' or 'not generalizing';Includes 'training data' or 'specific cases';Shows understanding of rote learning problem;Indicates lack of true pattern recognition",,,,,,,
"MLB_005_SC01_D02","Learning noise: Picking up random variations and errors as if they were important patterns","Definition","Mentions 'noise', 'random variations', or 'errors';References 'as if important' or 'treating as patterns';Includes 'not real patterns' or 'misleading information';Shows understanding of signal vs noise confusion;Indicates learning irrelevant details",,,,,,,
"MLB_005_SC01_D03","Poor generalization: Working well on training data but failing on new, unseen examples","Definition","Mentions 'poor generalization', 'doesn't work on new data', or 'fails on unseen';References 'good on training' but 'bad on testing';Includes 'new examples' or 'fresh data';Shows understanding of transfer failure;Indicates limited applicability beyond training",,,,,,,
"MLB_005_SC02","Underfitting happens when models are too simple to capture data complexity, showing high bias","SubConcept","Can explain that underfitting occurs when a model lacks the complexity needed to understand the data's patterns;Understands that simple models can fail to detect important relationships and trends that exist in the data;Recognizes that high bias means consistently making the same type of error due to oversimplified assumptions;Can describe how underfitted models perform poorly on both training and testing data;Shows understanding that underfitting results from choosing a model that is too basic for the problem",,,,,,,
"MLB_005_SC02_D01","Too simple model: A model that lacks the complexity needed to understand the data's patterns","Definition","Mentions 'too simple', 'not complex enough', or 'insufficient capacity';References 'can't understand patterns' or 'misses relationships';Includes 'lacks complexity' or 'oversimplified';Shows understanding of inadequate model capacity;Indicates model limitations relative to problem",,,,,,,
"MLB_005_SC02_D02","Missing patterns: Failing to detect important relationships and trends that exist in the data","Definition","Mentions 'missing patterns', 'fails to detect', or 'overlooks relationships';References 'important trends' or 'real connections';Includes 'exist in data' or 'are there but unseen';Shows understanding of pattern blindness;Indicates inability to capture data structure",,,,,,,
"MLB_005_SC02_D03","High bias: Consistently making the same type of error due to oversimplified assumptions","Definition","Mentions 'bias', 'systematic error', or 'consistent mistakes';References 'same type of error' or 'repeated problems';Includes 'oversimplified assumptions' or 'wrong approach';Shows understanding of systematic failure;Indicates predictable error patterns",,,,,,,
"MLB_005_SC03","Balanced models strike the right balance between bias and variance for accurate predictions","SubConcept","Can explain that balanced models have just enough complexity to capture patterns without memorizing noise;Understands that the bias-variance tradeoff involves balancing systematic errors and sensitivity to data variations;Recognizes that good generalization means performing well on both training data and completely new examples;Can describe how finding the right model complexity is key to achieving good performance;Shows understanding that the goal is to avoid both underfitting and overfitting",,,,,,,
"MLB_005_SC03_D01","Right complexity level: Having just enough model complexity to capture patterns without memorizing noise","Definition","Mentions 'right complexity', 'just enough', or 'balanced approach';References 'capture patterns' and 'avoid memorizing';Includes 'without noise' or 'not too simple/complex';Shows understanding of optimal complexity;Indicates goldilocks principle in modeling",,,,,,,
"MLB_005_SC03_D02","Bias-variance tradeoff: Balancing between systematic errors and sensitivity to data variations","Definition","Mentions 'bias-variance', 'tradeoff', or 'balance';References 'systematic errors' and 'data sensitivity';Includes 'both problems' or 'neither extreme';Shows understanding of competing concerns;Indicates need to optimize both aspects",,,,,,,
"MLB_005_SC03_D03","Good generalization: Performing well on both training data and completely new examples","Definition","Mentions 'good generalization', 'works on new data', or 'transfers well';References 'both training and testing' or 'seen and unseen';Includes 'consistent performance' or 'reliable predictions';Shows understanding of robust performance;Indicates successful pattern learning",,,,,,,
"MLN_006","Neural Networks and Deep Learning Architecture","Concept","Can explain how neural networks are organized with interconnected processing units arranged in input, hidden, and output layers that pass information forward;Understands that backpropagation works backwards from prediction errors to adjust connection strengths throughout the network for iterative learning;Recognizes that deep networks can capture complex, non-linear relationships but require large datasets and significant computational resources;Can describe how information flows through multiple layers, with each layer transforming data in increasingly sophisticated ways;Shows understanding that neural network architecture must be designed to match problem complexity and available computational constraints",,,,,,,
"MLN_006_SC01","Neural networks consist of interconnected nodes with input, hidden, and output layers","SubConcept","Can explain that neural networks are made of simple processing units connected to pass information between them;Understands that the input layer receives raw data or information to be processed;Recognizes that hidden layers are middle layers that transform and process information between input and output;Can describe that the output layer produces the final answer or prediction;Shows understanding that information flows through the network from input to output through interconnected nodes",,,,,,,
"MLN_006_SC01_D01","Interconnected nodes: Simple processing units that are connected to each other to pass information","Definition","Mentions 'connected', 'linked', or 'networked';References 'nodes', 'units', or 'neurons';Includes 'pass information' or 'send signals';Shows understanding of network structure;Indicates connected processing elements",,,,,,,
"MLN_006_SC01_D02","Input layer: The first layer that receives the raw data or information to be processed","Definition","Mentions 'input layer', 'first layer', or 'receives data';References 'raw data', 'original information', or 'starting point';Includes 'where data enters' or 'beginning of process';Shows understanding of data entry point;Indicates initial processing stage",,,,,,,
"MLN_006_SC01_D03","Hidden layers: Middle layers that transform and process information between input and output","Definition","Mentions 'hidden layers', 'middle layers', or 'between input and output';References 'transform', 'process', or 'modify information';Includes 'internal processing' or 'invisible work';Shows understanding of intermediate computation;Indicates where main processing occurs",,,,,,,
"MLN_006_SC01_D04","Output layer: The final layer that produces the answer or prediction","Definition","Mentions 'output layer', 'final layer', or 'produces answer';References 'prediction', 'result', or 'conclusion';Includes 'end of process' or 'where answer comes out';Shows understanding of result generation;Indicates final processing stage",,,,,,,
"MLN_006_SC02","Back propagation algorithms minimize error between predicted and actual outputs through iterative learning","SubConcept","Can explain that backpropagation measures the difference between what the model predicted and what actually happened;Understands that the algorithm works backwards from the error to find what needs fixing in the network;Recognizes that weight adjustment changes the strength of connections between nodes to reduce future errors;Can describe how this process repeats many times to gradually improve the network's performance;Shows understanding that backpropagation is how neural networks learn from their mistakes",,,,,,,
"MLN_006_SC02_D01","Error calculation: Measuring the difference between what the model predicted and what actually happened","Definition","Mentions 'error', 'difference', or 'gap';References 'predicted vs actual' or 'expected vs real';Includes 'measuring', 'calculating', or 'comparing';Shows understanding of performance measurement;Indicates quantifying prediction quality",,,,,,,
"MLN_006_SC02_D02","Working backwards: Starting from the error and tracing back through the network to find what needs fixing","Definition","Mentions 'backwards', 'reverse direction', or 'trace back';References 'from error' or 'starting from mistake';Includes 'find what needs fixing' or 'identify problems';Shows understanding of error attribution;Indicates reverse flow of correction information",,,,,,,
"MLN_006_SC02_D03","Weight adjustment: Changing the strength of connections between nodes to reduce future errors","Definition","Mentions 'weights', 'connections', or 'strength';References 'adjust', 'change', or 'modify';Includes 'reduce errors' or 'improve performance';Shows understanding of learning mechanism;Indicates parameter modification for improvement",,,,,,,
"MLN_006_SC03","Deep networks capture non-linear relationships but require large datasets and computational resources","SubConcept","Can explain that non-linear relationships are complex patterns where small changes can have big effects or relationships curve and twist;Understands that deep networks need many examples to learn effectively without memorizing specific cases;Recognizes that deep networks require powerful computers and lots of processing time;Can describe why deep networks are better at handling complex, multi-dimensional data than simpler models;Shows understanding that the depth of networks enables learning of sophisticated, hierarchical patterns",,,,,,,
"MLN_006_SC03_D01","Non-linear relationships: Complex patterns where small changes can have big effects, or where relationships curve and twist","Definition","Mentions 'non-linear', 'complex patterns', or 'curved relationships';References 'not straight lines' or 'twisting connections';Includes 'small changes, big effects' or 'complicated interactions';Shows understanding of complex data relationships;Indicates ability to model sophisticated patterns",,,,,,,
"MLN_006_SC03_D02","Large dataset requirement: Deep networks need many examples to learn effectively without memorizing","Definition","Mentions 'need many examples', 'large datasets', or 'lots of data';References 'learn effectively' or 'work properly';Includes 'without memorizing' or 'avoid overfitting';Shows understanding of data volume requirements;Indicates scaling needs for deep learning",,,,,,,
"MLN_006_SC03_D03","Computational intensity: Deep networks require powerful computers and lots of processing time","Definition","Mentions 'powerful computers', 'lots of processing', or 'computationally intensive';References 'processing time', 'computational resources', or 'computing power';Includes 'expensive to run' or 'resource hungry';Shows understanding of computational demands;Indicates hardware and time requirements",,,,,,,
"MLP_007","Performance Metrics and Model Evaluation","Concept","Can explain different classification metrics (accuracy, precision, recall, F1-score) and when each is most appropriate for evaluating model performance;Understands that cross-validation provides more reliable performance estimates by testing models on multiple different data arrangements;Recognizes that metric selection depends on the specific goals and constraints of the problem being solved;Can describe how robust evaluation methods help avoid misleading results from favorable data splits or chance;Shows understanding that proper evaluation is essential for determining whether a model will work reliably in real-world applications",,,,,,,
"MLP_007_SC01","Classification metrics include accuracy, precision, recall, F1-score, and Area Under ROC Curve","SubConcept","Can explain that accuracy is the percentage of all predictions that were correct;Understands that precision measures how many predicted positive cases actually were positive;Recognizes that recall measures how many actual positive cases the model successfully found;Can describe that F1-score is a single number that balances both precision and recall together;Shows understanding that different metrics focus on different aspects of classification performance",,,,,,,
"MLP_007_SC01_D01","Accuracy: The percentage of all predictions that were correct","Definition","Mentions 'accuracy', 'percentage correct', or 'fraction right';References 'all predictions' or 'total attempts';Includes 'overall correctness' or 'general performance';Shows understanding of simple success rate;Indicates basic correctness measurement",,,,,,,
"MLP_007_SC01_D02","Precision: Of all the items predicted as positive, how many actually were positive","Definition","Mentions 'precision', 'predicted positive', or 'accuracy of positive predictions';References 'how many actually were' or 'true positives among predictions';Includes 'quality of positive calls' or 'avoiding false alarms';Shows understanding of prediction quality focus;Indicates concern with false positive reduction",,,,,,,
"MLP_007_SC01_D03","Recall: Of all the actual positive items, how many did the model successfully find","Definition","Mentions 'recall', 'sensitivity', or 'found actual positives';References 'all actual positives' or 'everything that was really positive';Includes 'successfully find' or 'catch all cases';Shows understanding of detection completeness;Indicates concern with missing positive cases",,,,,,,
"MLP_007_SC01_D04","F1-score: A single number that balances both precision and recall together","Definition","Mentions 'F1-score', 'balance precision and recall', or 'combines both';References 'single number' or 'overall measure';Includes 'harmonic mean' or 'balanced metric';Shows understanding of combined measurement;Indicates trade-off between precision and recall",,,,,,,
"MLP_007_SC02","Cross-validation provides robust assessment of model performance across different data subsets","SubConcept","Can explain that cross-validation divides data into different training and testing combinations multiple times;Understands that this provides a more reliable estimate of performance by testing on multiple data arrangements;Recognizes that cross-validation helps avoid situations where the model looks good just because of favorable data division;Can describe how multiple evaluations give a better sense of how the model will perform on new data;Shows understanding that cross-validation reduces the impact of lucky or unlucky data splits",,,,,,,
"MLP_007_SC02_D01","Multiple data splits: Dividing data into different training and testing combinations multiple times","Definition","Mentions 'multiple splits', 'different combinations', or 'various divisions';References 'training and testing' or 'different sets';Includes 'multiple times' or 'repeated process';Shows understanding of varied evaluation;Indicates systematic testing approach",,,,,,,
"MLP_007_SC02_D02","Robust evaluation: Getting a more reliable estimate of performance by testing on multiple data arrangements","Definition","Mentions 'robust', 'reliable', or 'more trustworthy';References 'multiple arrangements' or 'different data splits';Includes 'better estimate' or 'more accurate assessment';Shows understanding of evaluation reliability;Indicates improved confidence in results",,,,,,,
"MLP_007_SC02_D03","Avoiding lucky splits: Preventing situations where model looks good just because of favorable data division","Definition","Mentions 'avoid lucky splits', 'prevent favorable division', or 'not just chance';References 'looks good by accident' or 'misleading results';Includes 'fair evaluation' or 'honest assessment';Shows understanding of evaluation bias;Indicates need for representative testing",,,,,,,
"MLH_008","Healthcare Application Considerations","Concept","Can distinguish between predicting who will develop diseases versus predicting outcomes for patients who already have diseases, and how this affects data requirements;Understands that medical expertise is essential for selecting relevant features and interpreting AI results in meaningful clinical terms;Recognizes the critical trade-off between model complexity and interpretability in healthcare, where understanding reasoning may be more important than maximum accuracy;Can explain why healthcare AI applications require special consideration due to life-and-death consequences of medical decisions;Shows understanding that successful healthcare AI requires collaboration between data scientists and medical professionals throughout development and implementation",,,,,,,
"MLH_008_SC01","Problem definition must distinguish between predicting disease occurrence vs predicting adverse outcomes","SubConcept","Can explain that disease prediction tries to determine who will develop a disease before symptoms appear;Understands that outcome prediction forecasts what will happen to patients who already have a disease;Recognizes that each type of prediction requires different information and approaches;Can describe examples of disease prediction (who will get diabetes) versus outcome prediction (how severe will their diabetes become);Shows understanding that the choice between these affects what data is needed and how success is measured",,,,,,,
"MLH_008_SC01_D01","Disease prediction: Trying to determine who will develop a disease before symptoms appear","Definition","Mentions 'disease prediction', 'who will develop', or 'before symptoms';References 'early detection' or 'preventive identification';Includes 'risk assessment' or 'likelihood of disease';Shows understanding of predictive healthcare;Indicates focus on disease development",,,,,,,
"MLH_008_SC01_D02","Outcome prediction: Forecasting what will happen to patients who already have a disease","Definition","Mentions 'outcome prediction', 'what will happen', or 'already have disease';References 'prognosis', 'course of illness', or 'treatment results';Includes 'complications', 'recovery', or 'disease progression';Shows understanding of prognostic healthcare;Indicates focus on disease consequences",,,,,,,
"MLH_008_SC01_D03","Different data needs: Each type of prediction requires different information and approaches","Definition","Mentions 'different data', 'various information', or 'distinct approaches';References 'depends on goal' or 'specific to prediction type';Includes 'different requirements' or 'unique needs';Shows understanding of task-specific requirements;Indicates tailored methodology needs",,,,,,,
"MLH_008_SC02","Clinical domain knowledge is crucial for feature selection and interpretation of results","SubConcept","Can explain that medical expertise involves understanding how diseases work, what symptoms mean, and how treatments affect patients;Understands that clinical knowledge guides selection of which medical measurements and tests are actually important for specific conditions;Recognizes that interpreting results requires understanding what model predictions mean in real medical terms and patient care;Can describe why healthcare professionals must be involved in choosing relevant features and validating results;Shows understanding that AI results must be translated into actionable medical insights",,,,,,,
"MLH_008_SC02_D01","Medical expertise: Understanding how diseases work, what symptoms mean, and how treatments affect patients","Definition","Mentions 'medical expertise', 'clinical knowledge', or 'healthcare understanding';References 'how diseases work' or 'what symptoms mean';Includes 'treatment effects' or 'patient care';Shows understanding of specialized medical knowledge;Indicates importance of healthcare expertise",,,,,,,
"MLH_008_SC02_D02","Feature selection guidance: Knowing which medical measurements and tests are actually important for specific conditions","Definition","Mentions 'feature selection', 'important measurements', or 'relevant tests';References 'medical knowledge guides choice' or 'clinical relevance';Includes 'specific conditions' or 'disease-relevant factors';Shows understanding of informed data selection;Indicates domain expertise in variable choice",,,,,,,
"MLH_008_SC02_D03","Result interpretation: Understanding what model predictions mean in real medical terms and patient care","Definition","Mentions 'result interpretation', 'medical meaning', or 'clinical significance';References 'patient care', 'treatment decisions', or 'real-world application';Includes 'practical implications' or 'actionable insights';Shows understanding of clinical translation;Indicates bridging AI results to medical practice",,,,,,,
"MLH_008_SC03","Model interpretability vs complexity trade-off is critical in medical applications","SubConcept","Can explain that interpretability means being able to understand and explain why the model made a specific prediction;Understands that healthcare decisions can affect patient lives, so understanding reasoning is crucial;Recognizes that sometimes simpler, less accurate models are chosen because they can be understood and trusted;Can describe why doctors need to understand how AI systems reach their conclusions;Shows understanding that in healthcare, explainability may be more important than maximum accuracy",,,,,,,
"MLH_008_SC03_D01","Interpretability: Being able to understand and explain why the model made a specific prediction","Definition","Mentions 'interpretability', 'explainable', or 'understand why';References 'model reasoning' or 'prediction explanation';Includes 'transparent decisions' or 'clear logic';Shows understanding of model transparency;Indicates need for explainable AI",,,,,,,
"MLH_008_SC03_D02","Medical decision stakes: Healthcare decisions can affect patient lives, so understanding reasoning is crucial","Definition","Mentions 'patient lives', 'high stakes', or 'life and death';References 'healthcare decisions' or 'medical consequences';Includes 'crucial understanding' or 'must explain';Shows understanding of medical responsibility;Indicates serious consequences of decisions",,,,,,,
"MLH_008_SC03_D03","Complexity sacrifice: Sometimes accepting simpler, less accurate models because they can be understood and trusted","Definition","Mentions 'sacrifice complexity', 'simpler models', or 'trade accuracy for understanding';References 'can be understood' or 'trusted by doctors';Includes 'acceptable trade-off' or 'practical choice';Shows understanding of practical constraints;Indicates balancing performance with usability",,,,,,,
"MLO_009","Common ML Models and Their Applications","Concept","Can explain the strengths and limitations of linear regression models, including their simplicity, interpretability, and assumption of proportional relationships;Understands how decision trees work through yes/no questions in branching patterns, their ability to handle mixed data types, and their tendency to overfit;Recognizes that random forests improve upon single decision trees by combining multiple trees through voting to reduce overfitting and increase robustness;Can describe when to choose each model type based on problem requirements, data characteristics, and interpretability needs;Shows understanding that different models represent different trade-offs between accuracy, interpretability, and computational requirements",,,,,,,
"MLO_009_SC01","Linear/Logistic Regression: Simple, interpretable models for basic prediction tasks","SubConcept","Can explain that linear regression assumes changes in input lead to proportional changes in output;Understands that these models are easy to interpret because you can see which factors are most important and how much they matter;Recognizes that linear models have limited complexity and work well for simple problems but struggle with complex patterns;Can describe when linear models are appropriate versus when more complex models are needed;Shows understanding that simplicity and interpretability are the main advantages of linear approaches",,,,,,,
"MLO_009_SC01_D01","Linear relationships: Assuming that changes in input lead to proportional changes in output","Definition","Mentions 'linear', 'straight line', or 'proportional';References 'direct relationship' or 'constant rate of change';Includes 'simple relationship' or 'predictable pattern';Shows understanding of linear assumptions;Indicates straightforward input-output mapping",,,,,,,
"MLO_009_SC01_D02","Easy interpretation: You can easily see which factors are most important and how much they matter","Definition","Mentions 'easy interpretation', 'clear factors', or 'see importance';References 'which matter most' or 'how much influence';Includes 'transparent' or 'understandable';Shows understanding of model transparency;Indicates accessible reasoning",,,,,,,
"MLO_009_SC01_D03","Limited complexity: Works well for simple problems but struggles with complex patterns","Definition","Mentions 'limited complexity', 'simple problems', or 'basic patterns';References 'struggles with complex' or 'not for complicated data';Includes 'works well for simple' or 'limited capability';Shows understanding of model limitations;Indicates scope restrictions",,,,,,,
"MLO_009_SC02","Decision Trees: Easy to understand, handle mixed data types but prone to overfitting","SubConcept","Can explain that decision trees make choices by asking a series of yes/no questions in a branching pattern;Understands that trees can work with both numbers and categories without special preparation;Recognizes that decision trees have a tendency to overfit by becoming too specific to training data;Can describe how tree structures make the decision process transparent and easy to follow;Shows understanding that trees balance interpretability with reasonable performance on many problems",,,,,,,
"MLO_009_SC02_D01","Tree-like decisions: Making choices by asking a series of yes/no questions in a branching pattern","Definition","Mentions 'tree', 'branches', or 'yes/no questions';References 'series of decisions' or 'step-by-step choices';Includes 'branching pattern' or 'flowchart-like';Shows understanding of decision structure;Indicates hierarchical choice process",,,,,,,
"MLO_009_SC02_D02","Mixed data handling: Can work with both numbers and categories without special preparation","Definition","Mentions 'mixed data', 'numbers and categories', or 'different types';References 'without special preparation' or 'handles naturally';Includes 'flexible input' or 'various data types';Shows understanding of data versatility;Indicates broad applicability",,,,,,,
"MLO_009_SC02_D03","Overfitting tendency: Can become too specific to training data, creating overly complex trees","Definition","Mentions 'overfitting', 'too specific', or 'overly complex';References 'training data memorization' or 'too detailed';Includes 'complex trees' or 'too many branches';Shows understanding of model weakness;Indicates need for complexity control",,,,,,,
"MLO_009_SC03","Random Forest: Ensemble method combining multiple decision trees to reduce overfitting","SubConcept","Can explain that random forest creates many different decision trees instead of just one;Understands that each tree makes a prediction, then the final answer is based on majority vote;Recognizes that individual trees might overfit, but together they balance each other out;Can describe how combining many trees reduces the impact of any single tree's errors;Shows understanding that ensemble methods often perform better than individual models",,,,,,,
"MLO_009_SC03_D01","Multiple trees: Creating many different decision trees instead of just one","Definition","Mentions 'multiple trees', 'many trees', or 'forest of trees';References 'instead of one' or 'collection of trees';Includes 'ensemble' or 'group approach';Shows understanding of collective modeling;Indicates multiple model approach",,,,,,,
"MLO_009_SC03_D02","Voting system: Each tree makes a prediction, then the final answer is based on majority vote","Definition","Mentions 'voting', 'majority decision', or 'trees vote';References 'each tree predicts' or 'combine predictions';Includes 'final answer' or 'democratic decision';Shows understanding of consensus mechanism;Indicates aggregated decision making",,,,,,,
"MLO_009_SC03_D03","Reduced overfitting: Individual trees might overfit, but together they balance each other out","Definition","Mentions 'reduced overfitting', 'balance each other', or 'cancel out errors';References 'individual vs group' or 'collective stability';Includes 'more robust' or 'better generalization';Shows understanding of ensemble benefit;Indicates error compensation mechanism",,,,,,,
"MLW_010","Practical Implementation Workflow","Concept","Can identify and categorize machine learning problems as classification, regression, or clustering based on the type of output or goal desired;Understands that hyperparameter tuning involves systematically adjusting algorithm settings that are not learned from data to optimize performance;Recognizes the importance of thorough documentation and reproducibility for scientific validity and allowing others to verify and build upon work;Can describe the complete workflow from problem definition through data preparation, model training, evaluation, and deployment;Shows understanding that successful machine learning projects require careful planning, systematic execution, and transparent reporting of methods and results",,,,,,,
"MLW_010_SC01","Problem characterization determines whether it's classification, regression, or clustering","SubConcept","Can explain that problem characterization involves figuring out what kind of answer you're trying to get from your data;Understands that classification problems involve sorting things into categories or groups;Recognizes that regression problems involve predicting specific numbers or measurements;Can describe clustering problems as finding hidden groups in data without knowing what groups exist;Shows understanding that the problem type determines which machine learning approaches are appropriate",,,,,,,
"MLW_010_SC01_D01","Problem type identification: Figuring out what kind of answer you're trying to get from your data","Definition","Mentions 'problem type', 'kind of answer', or 'what you want to find';References 'classification, regression, clustering' or 'different approaches';Includes 'depends on goal' or 'determines method';Shows understanding of problem taxonomy;Indicates need to categorize before solving",,,,,,,
"MLW_010_SC01_D02","Classification problems: When you want to sort things into categories or groups","Definition","Mentions 'classification', 'categories', or 'groups';References 'sort things' or 'assign labels';Includes 'which type' or 'what category';Shows understanding of categorization tasks;Indicates discrete outcome prediction",,,,,,,
"MLW_010_SC01_D03","Regression problems: When you want to predict a specific number or measurement","Definition","Mentions 'regression', 'predict number', or 'specific measurement';References 'how much' or 'what value';Includes 'continuous prediction' or 'numerical output';Shows understanding of numerical prediction;Indicates quantitative outcome forecasting",,,,,,,
"MLW_010_SC01_D04","Clustering problems: When you want to find hidden groups in data without knowing what groups exist","Definition","Mentions 'clustering', 'hidden groups', or 'unknown patterns';References 'without knowing groups' or 'discover structure';Includes 'natural groupings' or 'find similarities';Shows understanding of unsupervised grouping;Indicates exploratory data analysis",,,,,,,
"MLW_010_SC02","Hyperparameter tuning optimizes model configuration variables external to the dataset","SubConcept","Can explain that hyperparameters are settings that control how the learning algorithm behaves, not learned from data;Understands that tuning involves systematically trying different settings to find the combination that works best;Recognizes that these settings are chosen by the data scientist, not discovered by the algorithm;Can describe how hyperparameter tuning aims to get the best possible results on validation data;Shows understanding that proper tuning can significantly improve model performance",,,,,,,
"MLW_010_SC02_D01","Hyperparameters: Settings that control how the learning algorithm behaves, not learned from data","Definition","Mentions 'hyperparameters', 'settings', or 'configuration';References 'control behavior' or 'algorithm settings';Includes 'not learned from data' or 'external to dataset';Shows understanding of model configuration;Indicates algorithmic control parameters",,,,,,,
"MLW_010_SC02_D02","Tuning process: Systematically trying different settings to find the combination that works best","Definition","Mentions 'tuning', 'trying different settings', or 'optimization';References 'systematically' or 'methodical approach';Includes 'find best combination' or 'optimal performance';Shows understanding of systematic optimization;Indicates iterative improvement process",,,,,,,
"MLW_010_SC02_D03","External configuration: These settings are chosen by the data scientist, not discovered by the algorithm","Definition","Mentions 'external', 'chosen by scientist', or 'human decision';References 'not discovered by algorithm' or 'not learned automatically';Includes 'data scientist sets' or 'manual configuration';Shows understanding of human vs machine roles;Indicates human expertise in model setup",,,,,,,
"MLW_010_SC02_D04","Performance optimization: Adjusting settings to get the best possible results on validation data","Definition","Mentions 'performance optimization', 'best results', or 'improve accuracy';References 'validation data' or 'test performance';Includes 'adjusting settings' or 'fine-tuning';Shows understanding of goal-oriented tuning;Indicates evidence-based parameter selection",,,,,,,
"MLW_010_SC03","Documentation and reproducibility are essential for transparency and validation in research","SubConcept","Can explain that documentation involves recording every step of the process so others can understand and repeat the work;Understands that reproducibility means other researchers should be able to get the same results using the same methods and data;Recognizes that transparency involves being open about what you did, what worked, and what didn't work;Can describe how research validation allows the scientific community to check, verify, and build upon your work;Shows understanding that proper documentation and reproducibility are fundamental to scientific integrity",,,,,,,
"MLW_010_SC03_D01","Documentation: Recording every step of the process so others can understand and repeat your work","Definition","Mentions 'documentation', 'record steps', or 'write down process';References 'others can understand' or 'explain methods';Includes 'repeat work' or 'follow same steps';Shows understanding of knowledge sharing;Indicates importance of detailed records",,,,,,,
"MLW_010_SC03_D02","Reproducibility: Other researchers should be able to get the same results using your methods and data","Definition","Mentions 'reproducibility', 'same results', or 'repeat findings';References 'other researchers' or 'independent verification';Includes 'using same methods' or 'following procedure';Shows understanding of scientific validation;Indicates importance of verifiable research",,,,,,,
"MLW_010_SC03_D03","Transparency: Being open about what you did, what worked, and what didn't work","Definition","Mentions 'transparency', 'open about methods', or 'honest reporting';References 'what worked and didn't work' or 'complete picture';Includes 'share failures' or 'honest assessment';Shows understanding of research integrity;Indicates comprehensive disclosure",,,,,,,
"MLW_010_SC03_D04","Research validation: Allowing the scientific community to check, verify, and build upon your work","Definition","Mentions 'validation', 'scientific community', or 'peer review';References 'check work', 'verify results', or 'build upon';Includes 'community standards' or 'scientific method';Shows understanding of collaborative science;Indicates contribution to knowledge advancement",,,,,,,
